Year,State,PlotCategory,Basin,SumOfDepletion_kafy
2009,Arizona,Agricultural,Upper Basin,1.377577727
2009,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,82.9904
2009,Arizona,CAP M&I Recharge,Lower Basin,86.1006
2009,Arizona,CAP Tribes,Lower Basin,233.539
2009,Arizona,Energy,Lower Basin,1.897
2009,Arizona,Energy,Upper Basin,26.073
2009,Arizona,Export,Upper Basin,0
2009,Arizona,Fish and Wildlife and Recreation,Lower Basin,16.761
2009,Arizona,Minerals,Lower Basin,91.139
2009,Arizona,Minerals,Upper Basin,0
2009,Arizona,Municipal and Industrial,Lower Basin,803.314
2009,Arizona,Municipal and Industrial,Upper Basin,4.428126614
2009,Arizona,Reservoir Evaporation,Upper Basin,4.485493235
2009,California,Agricultural,Lower Basin,3141.534
2009,California,Fish and Wildlife and Recreation,Lower Basin,1.712
2009,California,Municipal and Industrial,Lower Basin,1214.828
2009,Colorado,Agricultural,Upper Basin,1855.59714
2009,Colorado,Energy,Upper Basin,18.94635483
2009,Colorado,Minerals,Upper Basin,3.51599989
2009,Colorado,Municipal and Industrial,Upper Basin,343.284234
2009,Colorado,Reservoir Evaporation,Upper Basin,380.2072151
2009,Mexico,Unassigned,Lower Basin,1500
2009,Misc,,Lower Basin,114.771
2009,Misc,Fish and Wildlife and Recreation,Lower Basin,631.0754286
2009,Misc,Reservoir Evaporation,Lower Basin,913.3409219
2009,Misc,Unassigned,Lower Basin,64.923
2009,Nevada,Agricultural,Lower Basin,0
2009,Nevada,Energy,Lower Basin,0.52
2009,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.721
2009,Nevada,Municipal and Industrial,Lower Basin,247.372
2009,New Mexico,Agricultural,Upper Basin,234.8429458
2009,New Mexico,Energy,Upper Basin,46.61444598
2009,New Mexico,Fish and Wildlife and Recreation,Upper Basin,5.055422265
2009,New Mexico,Minerals,Upper Basin,1.0564
2009,New Mexico,Municipal and Industrial,Upper Basin,83.61122006
2009,New Mexico,Reservoir Evaporation,Upper Basin,100.6918723
2009,Utah,Agricultural,Upper Basin,720.0995182
2009,Utah,Energy,Upper Basin,34.76953736
2009,Utah,Minerals,Upper Basin,3.522
2009,Utah,Municipal and Industrial,Upper Basin,101.0440721
2009,Utah,Reservoir Evaporation,Upper Basin,208.5819747
2009,Wyoming,Agricultural,Upper Basin,305.6165864
2009,Wyoming,Energy,Upper Basin,37.65427047
2009,Wyoming,Minerals,Upper Basin,0.738
2009,Wyoming,Municipal and Industrial,Upper Basin,15.3508
2009,Wyoming,Reservoir Evaporation,Upper Basin,113.7988828
2010,Arizona,Agricultural,Lower Basin,1476.274
2010,Arizona,Agricultural,Upper Basin,2.17319845
2010,Arizona,CAP Canal and Reservoir Evaporation,Lower Basin,82.638
2010,Arizona,CAP M&I Recharge,Lower Basin,186.861
2010,Arizona,CAP Tribes,Lower Basin,332.819
2010,Arizona,Energy,Lower Basin,1.426
2010,Arizona,Energy,Upper Basin,23.948
2010,Arizona,Export,Upper Basin,0
2010,Arizona,Fish and Wildlife and Recreation,Lower Basin,18.26
2010,Arizona,Minerals,Lower Basin,40.408
2010,Arizona,Minerals,Upper Basin,0
2010,Arizona,Municipal and Industrial,Lower Basin,641.681
2010,Arizona,Municipal and Industrial,Upper Basin,5.507368485
2010,Arizona,Reservoir Evaporation,Upper Basin,4.223211191
2010,California,Agricultural,Lower Basin,3065.1788
2010,California,Fish and Wildlife and Recreation,Lower Basin,1.744
2010,California,Municipal and Industrial,Lower Basin,1289.9152
2010,Colorado,Agricultural,Upper Basin,1789.049587
2010,Colorado,Energy,Upper Basin,19.32406587
2010,Colorado,Minerals,Upper Basin,3.48299989
2010,Colorado,Municipal and Industrial,Upper Basin,295.5621251
2010,Colorado,Reservoir Evaporation,Upper Basin,374.7752198
2010,Mexico,Unassigned,Lower Basin,1500
2010,Misc,,Lower Basin,117.646
2010,Misc,Fish and Wildlife and Recreation,Lower Basin,631.0754286
2010,Misc,Reservoir Evaporation,Lower Basin,896.7143906
2010,Misc,Unassigned,Lower Basin,74.34803846
2010,Nevada,Agricultural,Lower Basin,0
2010,Nevada,Energy,Lower Basin,0.37
2010,Nevada,Fish and Wildlife and Recreation,Lower Basin,0.63
2010,Nevada,Municipal and Industrial,Lower Basin,240.437
2010,New Mexico,Agricultural,Upper Basin,231.4856775
2010,New Mexico,Energy,Upper Basin,47.88314433
2010,New Mexico,Fish and Wildlife and Recreation,Upper Basin,4.289971209
2010,New Mexico,Minerals,Upper Basin,1.0564
2010,New Mexico,Municipal and Industrial,Upper Basin,73.00666113
2010,New Mexico,Reservoir Evaporation,Upper Basin,100.1148684
2010,Utah,Agricultural,Upper Basin,749.7764588
2010,Utah,Energy,Upper Basin,34.68204218
2010,Utah,Minerals,Upper Basin,3.414
2010,Utah,Municipal and Industrial,Upper Basin,111.8841315
2010,Utah,Reservoir Evaporation,Upper Basin,205.3453369
2010,Wyoming,Agricultural,Upper Basin,285.206735
2010,Wyoming,Energy,Upper Basin,38.22754121
2010,Wyoming,Minerals,Upper Basin,0.738
2010,Wyoming,Municipal and Industrial,Upper Basin,17.85816
2010,Wyoming,Reservoir Evaporation,Upper Basin,109.498336
